X,Y,Z,loc
-124.878662109375,84.64454650878906,0.0014841652009636164,si
-184.68382263183594,10.676459312438965,0.030862407758831978,si
-262.0422058105469,7.440476894378662,0.0018355369102209806,rt
-129.39547729492188,6.986071586608887,0.0016131019219756126,si
-47.09434127807617,87.92666625976562,0.03406526520848274,lt
98.65364074707031,1.5159034729003906,0.002165470039471984,lt
-51.98734664916992,11.653731346130371,0.046787604689598083,rt
